genus,epitet,author
Verbascum,lanceolatum,O. Kuntze non Kit.
Verbascum,lasianthum,Boiss.
Verbascum,leptostachyum,DC. ptychophyllum Boiss. tropidocarpum Murb.
Verbascum,leptostachyum,Boiss.
Verbascum,levanticum,I.K.Ferguson
Verbascum,libanoticum,Murb. et Thiéb.
Verbascum,mucronatum,Lam.
Verbascum,obovatum,Hochst.
Verbascum,oreophilum,C. Koch
Verbascum,orientale,(L.) Ail.
Verbascum,palmyrense,Post
Verbascum,pinetorum,(Boiss.) O. Kuntze
Verbascum,ported,Post
Verbascum,ptychophyllum,Boiss.
Verbascum,qulebicum,Post emend. Mouterde
Verbascum,rascheyanum,Boiss.
Verbascum,ringens,Boiss. et Heldr.
Verbascum,rottmdifolium,Post non Ten.
Verbascum,saltense,Post
Verbascum,scaposum,Boiss.
Verbascum,simplex,Labili.
Verbascum,sinaiticum,Benth.
Verbascum,sinuatum,L.
Verbascum,somaliense,Baker
Verbascum,syriacum,Boiss.
Verbascum,temacha,Hochst.
Verbascum,tiberiadis,Boiss.
Verbascum,tripolitanum,Boiss.
Verbascum,tropidocarpum,Murb.
Verbascum,undulatum,"Benth. p.p., non Lam. Bieb. non Lam."
Verbascum,undulatum,"Benth. p.p., non Lam. Bieb. non Lam."
Verbena,,
Verbena,nodiflora,L.
Verbena,officinalis,L.
Verbena,supina,L.
Verbesina,,L.
Verbesina,prostrata,L.
Veronica,,L.
Veronica,aleppica,Boiss.
Veronica,anagallis-aquatica,L.
Veronica,anagalloides,Guss. anagallis-aquatica L.
Veronica,anagalloides,L.
Veronica,arvensis,L.
Veronica,balansae,Stroh
Veronica,beccabunga,L.
Veronica,beccabungoides,Bornm.
Veronica,billarderi,Vahl
Veronica,biloba,Schreb. in L.
Veronica,bombycina,Boiss. et Kotschy
Veronica,buxbaumii,Ten.
Veronica,caespitosa,Boiss.
Veronica,campylopoda,Boiss.
Veronica,conferta,Boiss.
Veronica,cymbalaria,Bodard
Veronica,cymbalarioides,Blanche ex Boiss.
Veronica,debilis,Freyn
Veronica,didyma,auct. vix Ten.
Veronica,divaricata,Boiss. et Bal.
Veronica,glaberrima,Boiss. et Bal. in Boiss.
Veronica,gorumsensis,Boiss. et Kotschy ex M.A.
Veronica,haussknechtii,Boiss.
Veronica,hederifolia,L.
Veronica,hispidula,Boiss. et Huet in Boiss.
Veronica,leiocarpa,Boiss.
Veronica,lysimachioides,Boiss.
Veronica,macrostachya,"sensu Post et Dinsmore, Vahl"
Veronica,non,Vahl
Veronica,macrostachya,"sensu Post et Dinsmore, Vahl"
Veronica,microtheca,Boiss. et Bal.
Veronica,midtifida,L.
Veronica,nudicaulis,Kar. et Kir.
Veronica,orientalis,Miller leiocarpa Boiss.
Veronica,orientalis,Boiss.
Veronica,oxycarpa,Boiss. in Kotschy
Veronica,panormitana,Tineo et Guss.
Veronica,pedunculata,"Labili, non Vahl"
Veronica,pedunculata,Vahl
Veronica,perpusilla,Boiss. ex A. DC. in Benth.
Veronica,persica,Poir.
Veronica,polifolia,Benth.
Veronica,poliţa,Fries
Veronica,pusilla,Kotschy et Boiss.
Veronica,reuterana,Boiss.
Veronica,samuelssonii,Rech.
Veronica,scardica,Griseb. lysimachioides Boiss.
Veronica,scardica,Boiss.
Veronica,stenobotrys,Boiss. et Bl. in Boiss.
Veronica,syriaca,Roem. et Sch.
Veronica,toumefortii,Gmel.
Veronica,triloba,(Opiz) A. Kerner
Veronica,triphyllos,L.
Veronica,viscosa,Boiss.
Viburnum,,L.
Viburnum,tinus,L.
Vicoa,,Cass.
Vicoa,pentanema,Aitch. et Hemsl.
Vinca,,L.
Vinca,herbacea,Waldst. et Kit.
Vinca,libanotica,Zucc.
Vincetoxicum,,N.M.Wolf
Vincetoxicum,canescens,(Willd.) Deche.
Vincetoxicum,dionysiense,Mouterde
Vincetoxicum,parviflorum,sensu Post non Decne.
Vitex,,L.
Vitex,agnus-castus,L.
Warburgina,,Eig
Warburgina,factorovskyi,Eig
Wiedemannia,,Fisch. et Mey.
Wiedemannia,orientalis,Fisch. et Mey.
Withania,,Pauquy
Withania,somnifera,(L.) Dun. in DC.
Xanthium,,L.
Xanthium,antiquorum,Wallr.
Xanthium,brasilicum,Vellozo
Xanthium,echinatum,Murray
Xanthium,spinosum,L.
Xanthium,strumarium,L.
Xeranthemum,,L.
Xeranthemum,annuum,L.
Xeranthemum,cylindraceum,Sm. in Sibth. et Sm.
Xeranthemum,foetidum,Moench
Xeranthemum,inapertum,(L.) Miller
Xeranthemum,longipapposum,Fisch. et Mey.
Xeranthemum,pungens,Lam.
Xeranthemum,squarrosum,Boiss.
Zacintha,,Miller
Zacintha,verrucosa,Gaertn.
Ziziphora,,L.
Ziziphora,'Abd-el-'asissi,Hand.-Mazz.
Ziziphora,acutifolia,Montb. et Auch.
Ziziphora,canescens,Benth.
Ziziphora,capitata,L.
Ziziphora,clinopodioides,Lam.
Ziziphora,persica,Bunge
Ziziphora,taurica,Bieb.
Ziziphora,tenuior,L.
Zoegea,,L.
Zoegea,leptaurea,L.
Zoegea,purpurea,Fresen.
Zollikoferia,,DC.
Zollikoferia,nudicaulis,(L.) Boiss.
Zollikoferia,tenuiloba,Boiss.
